movie_id,title,release,vote_average,vote_count
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,2010,4.9,119
8247,Jumper,2008,5.9,1799
11253,Hellboy II: The Golden Army,2008,6.5,1527
1949,Zodiac,2007,7.3,2023
8452,The 6th Day,2000,5.7,595
310,Bruce Almighty,2003,6.4,3012
27578,The Expendables,2010,6,2926
70160,The Hunger Games,2012,6.9,9455
45243,The Hangover Part II,2011,6.2,3739
7518,Over the Hedge,2006,6.3,1074
11544,Lilo & Stitch,2002,7.1,1314
9986,Charlotte's Web,2006,5.8,288
8656,Deep Impact,1998,5.9,855
146216,RED 2,2013,6.4,1526
9291,The Longest Yard,2005,6.2,785
55301,Alvin and the Chipmunks: Chipwrecked,2011,5.4,484
109418,Grown Ups 2,2013,5.8,1155
11665,Get Smart,2008,6,1051
6964,Something's Gotta Give,2003,6.3,410
11324,Shutter Island,2010,7.8,6336
12193,Four Christmases,2008,5.3,331
9928,Robots,2005,6,1333
10202,Bedtime Stories,2008,5.9,901
4147,Road to Perdition,2002,7.3,1077
50546,Just Go with It,2011,6.3,1543
13027,Eagle Eye,2008,6.3,1018
2289,Cold Mountain,2003,6.7,533
20504,The Book of Eli,2010,6.6,2164
11618,The Haunting,1999,5.2,369
12096,The Pink Panther,2006,5.6,550
10200,The Day the Earth Stood Still,2008,5.2,1043
228150,Fury,2014,7.4,3946
6068,Six Days Seven Nights,1998,5.6,332
41515,Yogi Bear,2010,5.2,220
9023,Spirit: Stallion of the Cimarron,2002,7.4,831
38317,Zookeeper,2011,5.3,498
2157,Lost in Space,1998,5,388
161795,Déjà Vu,1998,8,1
159824,Hotel Transylvania 2,2015,6.7,1497
49948,Fantasia 2000,1999,7,292
2135,The Time Machine,2002,5.8,631
9822,Mighty Joe Young,1998,5.9,208
9705,Swordfish,2001,6.1,932
1656,The Legend of Zorro,2005,5.9,893
12159,What Dreams May Come,1998,6.8,577
9678,Little Nicky,2000,5.2,438
4442,The Brothers Grimm,2005,5.6,818
330770,Evolution,2015,6.4,47
19959,Surrogates,2009,5.9,1195
11973,Thirteen Days,2000,6.9,189
77951,Walking With Dinosaurs,2013,5.2,133
5491,Battlefield Earth,2000,3,255
10715,Looney Tunes: Back in Action,2003,5.6,297
10197,Nine,2009,5.1,165
9562,Timeline,2003,5.4,318
9447,Babe: Pig in the City,1998,5.2,305
274854,The Last Witch Hunter,2015,5.7,1316
8870,Red Planet,2000,5.4,267
9992,Arthur and the Invisibles,2006,6,639
36970,Oceans,2009,7.3,111
10077,A Sound of Thunder,2005,4.8,111
76649,Pompeii,2014,5.2,1267
293644,Top Cat Begins,2015,5.3,9
453,A Beautiful Mind,2001,7.7,3009
72545,Journey 2: The Mysterious Island,2012,5.8,1030
109451,Cloudy with a Chance of Meatballs 2,2013,6.4,915
9533,Red Dragon,2002,6.7,1115
2023,Hidalgo,2004,6.5,318
71880,Jack and Jill,2011,4.1,604
584,2 Fast 2 Furious,2003,6.2,2028
309809,The Little Prince,2015,7.6,756
4858,The Invasion,2007,5.7,359
17711,The Adventures of Rocky & Bullwinkle,2000,3.9,87
328111,The Secret Life of Pets,2016,5.9,3462
8698,The League of Extraordinary Gentlemen,2003,5.7,1155
93456,Despicable Me 2,2013,7,4637
602,Independence Day,1996,6.7,3260
953,Madagascar,2005,6.6,3237
9693,Children of Men,2006,7.4,2071
8909,Wanted,2008,6.4,2528
950,Ice Age: The Meltdown,2006,6.5,2951
1824,50 First Dates,2004,6.6,2105
2976,Hairspray,2007,6.5,709
11026,Exorcist: The Beginning,2004,4.7,183
332,Inspector Gadget,1999,4.3,318
75656,Now You See Me,2013,7.3,5487
38365,Grown Ups,2010,6,1705
594,The Terminal,2004,7,1910
15189,Hotel for Dogs,2009,5.7,202
11678,Vertical Limit,2000,5.9,283
6538,Charlie Wilson's War,2007,6.5,338
10555,Shark Tale,2004,5.8,1557
4551,Be Cool,2005,5.4,292
612,Munich,2005,6.9,696
9567,Tears of the Sun,2003,6.4,573
37821,Killers,2010,5.7,772
203801,The Man from U.N.C.L.E.,2015,7.1,2265
2539,Spanglish,2004,5.8,369
9297,Monster House,2006,6.3,874
3172,Bandits,2001,6.2,302
1439,Anna and the King,1999,6.4,197
37958,Immortals,2011,5.7,880
2026,Hostage,2005,6.2,512
7450,Titan A.E.,2000,6.3,313
11375,Hollywood Homicide,2003,5,166
9425,Soldier,1998,6.1,221
25769,Carriers,2009,5.8,282
23685,Monkeybone,2001,4.3,78
11866,Flight of the Phoenix,2004,5.7,276
9741,Unbreakable,2000,6.9,1946
211672,Minions,2015,6.4,4571
23629,Sucker Punch,2011,5.9,1623
8688,Snake Eyes,1998,5.8,327
153518,The Angry Birds Movie,2016,5.9,1022
8676,Fool's Gold,2008,5.4,444
20829,Funny People,2009,5.7,390
4349,The Kingdom,2007,6.5,513
9718,Talladega Nights: The Ballad of Ricky Bobby,2006,6.2,491
10808,Dr. Dolittle 2,2001,4.9,410
197,Braveheart,1995,7.7,3336
25,Jarhead,2005,6.6,765
35,The Simpsons Movie,2007,6.9,2264
11086,The Majestic,2001,6.6,188
10477,Driven,2001,4.5,179
1997,Two Brothers,2004,6.9,180
6947,The Village,2004,6.2,1071
3050,Doctor Dolittle,1998,5.4,686
2675,Signs,2002,6.4,1599
809,Shrek 2,2004,6.7,2988
920,Cars,2006,6.6,3877
4806,Runaway Bride,1999,5.7,455
7451,xXx,2002,5.8,1424
228165,The SpongeBob Movie: Sponge Out of Water,2015,5.8,719
879,Hook,1991,6.6,1532
9257,S.W.A.T.,2003,5.8,770
1903,Vanilla Sky,2001,6.5,1078
9697,Lady in the Water,2006,5.3,409
395,AVP: Alien vs. Predator,2004,5.5,1217
23398,Alvin and the Chipmunks: The Squeakquel,2009,5.4,666
10590,We Were Soldiers,2002,6.7,521
117263,Olympus Has Fallen,2013,6.2,2981
200,Star Trek: Insurrection,1998,6.3,391
44943,Battle: Los Angeles,2011,5.5,1448
587,Big Fish,2003,7.6,1994
57212,War Horse,2011,7,992
152760,The Monuments Men,2014,5.8,1523
33909,Wall Street: Money Never Sleeps,2010,5.8,493
49017,Dracula Untold,2014,6.2,2389
9882,The Siege,1998,6,352
2270,Stardust,2007,7.1,1184
978,Seven Years in Tibet,1997,7,630
44564,The Dilemma,2011,5.2,304
3132,Bad Company,2002,5.4,228
8814,Doom,2005,5,609
8427,I Spy,2002,5.2,269
52520,Underworld: Awakening,2012,6.1,1862
80585,Rock of Ages,2012,6,385
10592,Hart's War,2002,5.9,241
49021,Killer Elite,2011,6.1,695
11535,Rollerball,2002,3.4,106
10550,Ballistic: Ecks vs. Sever,2002,4.3,97
12610,Osmosis Jones,2001,5.9,228
59981,Legends of Oz: Dorothy's Return,2013,5.9,43
201088,Blackhat,2015,5.1,826
5137,Sky Captain and the World of Tomorrow,2004,5.7,439
3093,Basic Instinct 2,2006,4.6,180
107846,Escape Plan,2013,6.7,1659
188207,The Legend of Hercules,2014,4.4,533
4614,The Sum of All Fears,2002,5.9,437
24021,The Twilight Saga: Eclipse,2010,5.8,2301
11371,The Score,2001,6.7,423
20352,Despicable Me,2010,7.1,6478
214756,Ted 2,2015,6.2,2463
26428,Agora,2009,6.9,395
9824,Mystery Men,1999,5.7,250
9008,The Insider,1999,7.3,481
300673,The Finest Hours,2016,6.3,588
12113,Body of Lies,2008,6.5,895
38778,Dinner for Schmucks,2010,5.5,531
72331,Abraham Lincoln: Vampire Hunter,2012,5.5,1269
846,The X Files,1998,6.6,488
9703,The Last Legion,2007,5,207
857,Saving Private Ryan,1998,7.9,5048
136797,Need for Speed,2014,6.1,1520
3981,What Women Want,2000,6.1,992
425,Ice Age,2002,7.1,3857
6171,Dreamcatcher,2003,5.3,567
72976,Lincoln,2012,6.7,1429
9021,The Santa Clause 2,2002,5.5,297
82695,Les Misérables,2012,7.1,1884
9489,You've Got Mail,1998,6.3,838
12133,Step Brothers,2008,6.5,1062
9342,The Mask of Zorro,1998,6.3,1183
41733,Due Date,2010,6.2,1685
227306,Unbroken,2014,7.3,1400
5551,Space Cowboys,2000,6.3,403
4244,The Kid,2000,6,238
1852,World Trade Center,2006,5.9,447
11820,Mona Lisa Smile,2003,6.5,393
76493,The Dictator,2012,5.9,1743
345,Eyes Wide Shut,1999,7.1,1234
256591,Focus,2015,6.7,2542
59962,This Means War,2012,5.9,1389
36648,Blade: Trinity,2004,5.7,1252
1880,Red Dawn,1984,6.4,215
71679,Resident Evil: Retribution,2012,5.6,1600
10483,Death Race,2008,6,1175
11983,Proof of Life,2000,6,208
6795,Zathura: A Space Adventure,2005,6.1,779
550,Fight Club,1999,8.3,9413
11170,We Are Marshall,2006,6.7,186
9292,Hudson Hawk,1991,5.4,269
10783,Lucky Numbers,2000,4.9,52
100241,"I, Frankenstein",2014,5,687
257,Oliver Twist,2005,6.7,274
9947,Elektra,2005,4.8,575
189,Sin City: A Dame to Kill For,2014,6.3,1286
12618,Random Hearts,1999,5.3,63
253412,Everest,2015,6.7,1772
1427,Perfume: The Story of a Murderer,2006,7.1,1165
818,Austin Powers in Goldmember,2002,5.9,979
16577,Astro Boy,2009,6.1,409
9331,Clear and Present Danger,1994,6.4,386
300168,Dragon Blade,2015,5.9,145
9072,Little Man,2006,5.3,261
3536,U-571,2000,6.1,340
12138,3000 Miles to Graceland,2001,5.8,178
273248,The Hateful Eight,2015,7.6,4274
9955,Blades of Glory,2007,5.9,569
50359,Hop,2011,5.5,331
1271,300,2006,7,4997
693,Meet the Fockers,2004,6.1,1373
14306,Marley & Me,2008,6.9,1343
11199,Wild Hogs,2007,5.6,648
9982,Chicken Little,2005,5.6,944
210577,Gone Girl,2014,7.9,5862
2501,The Bourne Identity,2002,7.3,3583
710,GoldenEye,1995,6.6,1174
2275,The General's Daughter,1999,6.1,205
9837,The Prince of Egypt,1998,6.8,817
10708,Daddy Day Care,2003,5.6,506
136400,2 Guns,2013,6.6,1589
10992,Cats & Dogs,2001,5,352
9654,The Italian Job,2003,6.6,1919
2642,Two Weeks Notice,2002,5.9,487
8916,Antz,1998,6,1272
19899,Couples Retreat,2009,5.3,588
2119,Days of Thunder,1990,5.9,353
9641,Cheaper by the Dozen 2,2005,5.7,526
294254,Maze Runner: The Scorch Trials,2015,6.4,3040
38167,Eat Pray Love,2010,5.8,636
5994,The Family Man,2000,6.5,521
39514,RED,2010,6.6,2808
9563,Any Given Sunday,1999,6.8,422
547,The Horse Whisperer,1998,6.7,292
1538,Collateral,2004,7,1451
9334,The Scorpion King,2002,5.3,779
11128,Ladder 49,2004,6.2,207
75780,Jack Reacher,2012,6.3,2998
13576,This Is It,2009,6.7,247
39538,Contagion,2011,6.2,1325
10628,Kangaroo Jack,2003,4.3,203
14836,Coraline,2009,7.3,1386
8645,The Happening,2008,4.9,950
10067,The Shaggy Dog,2006,4.5,137
9384,Starsky & Hutch,2004,5.6,644
9279,Jingle All the Way,1996,5.5,575
9422,A Civil Action,1998,6.1,109
77174,ParaNorman,2012,6.7,789
9620,Paycheck,2003,5.9,581
9302,Up Close & Personal,1996,5.9,50
10199,The Tale of Despereaux,2008,5.8,258
10771,The Tuxedo,2002,5.3,483
137094,Jack Ryan: Shadow Recruit,2014,5.9,1173
274479,Joy,2015,6.4,1581
267860,London Has Fallen,2016,5.8,1621
7485,Shooter,2007,6.9,1462
170687,The Boxtrolls,2014,6.6,668
6435,Practical Magic,1998,6.3,338
137106,The Lego Movie,2014,7.5,3070
10040,Miss Congeniality 2: Armed and Fabulous,2005,5.3,425
6278,Reign of Fire,2002,6,669
82682,Gangster Squad,2013,6.2,1778
17610,Year One,2009,4.6,524
22954,Invictus,2009,7,1125
16995,State of Play,2009,6.7,484
16558,Duplicity,2009,5.7,201
9849,My Favorite Martian,1999,5.1,80
5820,The Sentinel,2006,5.8,225
16866,Planet 51,2009,5.6,556
201,Star Trek: Nemesis,2002,6.1,479
11775,Intolerable Cruelty,2003,5.8,391
87825,Trouble with the Curve,2012,6.6,366
12201,Edge of Darkness,2010,6.2,487
9932,Analyze That,2002,5.7,380
13389,Righteous Kill,2008,5.9,375
17332,The Soloist,2009,6.6,234
4958,The Legend of Bagger Vance,2000,6.3,251
786,Almost Famous,2000,7.4,797
9513,Garfield: A Tail of Two Kitties,2006,5.1,464
38321,Priest,2011,5.4,692
14411,Sinbad: Legend of the Seven Seas,2003,6.6,372
10052,Dragonfly,2002,6.1,204
9676,The Black Dahlia,2006,5.7,287
9664,Flyboys,2006,6.3,271
2100,The Last Castle,2001,7,285
10384,Supernova,2000,4.9,109
137321,Winter's Tale,2014,6,487
123553,The Mortal Instruments: City of Bones,2013,6.2,1602
11260,Meet Dave,2008,5,371
9009,Dark Water,2005,5.3,274
2309,Inkheart,2008,6,592
8285,The Spirit,2008,4.7,320
210860,Mortdecai,2015,5.4,1055
2312,In the Name of the King: A Dungeon Siege Tale,2007,4.1,224
9839,Beyond Borders,2003,6.7,110
381902,The Monkey King 2,2016,6,24
9713,Holy Man,1998,4.9,111
257445,Goosebumps,2015,6.2,995
9007,Just Like Heaven,2005,6.5,579
889,The Flintstones in Viva Rock Vegas,2000,4.4,134
1370,Rambo III,1988,5.7,690
4942,Leatherheads,2008,5.7,130
347969,The Ridiculous 6,2015,4.9,388
24438,Did You Hear About the Morgans?,2009,5.1,276
116741,The Internship,2013,6.1,1658
35791,Resident Evil: Afterlife,2010,5.8,1363
72431,Red Tails,2012,5.9,178
1813,The Devil's Advocate,1997,7.2,1374
87428,That's My Boy,2012,5.5,453
8840,DragonHeart,1996,6.4,535
10589,After the Sunset,2004,6,226
71676,Ghost Rider: Spirit of Vengeance,2011,4.7,1135
1722,Captain Corelli's Mandolin,2001,5.5,145
10022,The Pacifier,2005,5.8,842
11358,Walking Tall,2004,6,381
6477,Alvin and the Chipmunks,2007,5.5,1177
1924,Superman,1978,6.9,1022
8488,Hitch,2005,6.4,1665
10603,George of the Jungle,1997,5.4,496
8273,American Wedding,2003,6,1129
109424,Captain Phillips,2013,7.6,2454
35056,Date Night,2010,5.9,1122
156022,The Equalizer,2014,7.1,2954
1402,The Pursuit of Happyness,2006,7.7,2525
9315,Flightplan,2005,6.1,772
795,City of Angels,1998,6.4,529
24,Kill Bill: Vol. 1,2003,7.7,4949
11353,Bowfinger,1999,6,254
393,Kill Bill: Vol. 2,2004,7.6,3948
9618,Tango & Cash,1989,6.1,458
9374,Death Becomes Her,1992,6.3,636
8584,Shanghai Noon,2000,6.2,735
58224,Mr. Popper's Penguins,2011,5.7,751
1729,The Forbidden Kingdom,2008,6.3,461
175574,Free Birds,2013,5.7,254
8077,Alien³,1992,6.2,1633
8195,Ronin,1998,6.7,658
10586,The Ghost and the Darkness,1996,6.4,236
116149,Paddington,2014,7,883
80035,The Watch,2012,5.3,881
10632,The Hunted,2003,6,189
12117,Instinct,1999,6.2,146
1792,Stuck on You,2003,5.1,188
13260,Semi-Pro,2008,5.4,251
72197,The Pirates! In an Adventure with Scientists!,2012,6.4,374
3580,Changeling,2008,7.3,1131
9833,The Phantom of the Opera,2004,7,438
4517,Elizabeth: The Golden Age,2007,6.6,303
8202,Æon Flux,2005,5.4,703
16072,Gods and Generals,2003,6.1,48
19724,Imagine That,2009,5.7,134
145220,Muppets Most Wanted,2014,6.2,316
14623,Thunderbirds,2004,4.2,91
2841,A Very Long Engagement,2004,7.1,346
802,Lolita,1962,7.3,395
10375,D-Tox,2002,5.3,123
36586,Blade II,2002,6.2,1528
11321,Seven Pounds,2008,7.5,2039
70074,Bullet to the Head,2013,5.2,481
242,The Godfather: Part III,1990,7.1,1546
9621,Elizabethtown,2005,6.1,327
1819,"You, Me and Dupree",2006,5.4,407
8536,Superman II,1980,6.5,629
8046,Gigli,2003,3.5,104
479,Shaft,2000,5.5,308
824,Moulin Rouge!,2001,7.4,1300
11456,Domestic Disturbance,2001,5.4,113
261023,Black Mass,2015,6.3,1242
3683,Flags of Our Fathers,2006,6.7,526
22803,Law Abiding Citizen,2009,7.2,1486
39437,Beloved,1998,5.9,26
1950,Lucky You,2007,5.4,81
640,Catch Me If You Can,2002,7.7,3795
97630,Zero Dark Thirty,2012,6.7,1702
9767,The Break-Up,2006,5.6,832
11631,Mamma Mia!,2008,6.4,1386
32856,Valentine's Day,2010,5.7,1013
6519,The Dukes of Hazzard,2005,5.1,316
49520,The Change-Up,2011,5.9,736
1850,Man on the Moon,1999,6.9,435
11817,Bulletproof Monk,2003,5.1,278
2123,"Me, Myself & Irene",2000,6.1,927
9907,Barnyard,2006,5.3,225
9969,Deck the Halls,2006,5.1,109
18239,The Twilight Saga: New Moon,2009,5.6,2436
808,Shrek,2001,7.3,4056
38050,The Adjustment Bureau,2011,6.5,1652
8367,Robin Hood: Prince of Thieves,1991,6.6,909
72105,Ted,2012,6.3,4697
2898,As Good as It Gets,1997,7.2,915
10312,Patch Adams,1998,7,832
2022,Mr. Deeds,2002,5.6,644
37686,Super 8,2011,6.6,2435
462,Erin Brockovich,2000,7.1,716
9919,How to Lose a Guy in 10 Days,2003,6.3,850
187017,22 Jump Street,2014,7,3319
628,Interview with the Vampire,1994,7.2,1516
10201,Yes Man,2008,6.4,1813
302699,Central Intelligence,2016,6.2,1650
9441,Stepmom,1998,6.9,277
274167,Daddy's Home,2015,5.8,854
224141,Into the Woods,2014,5.6,1652
2112,Payback,1999,6.7,548
74465,We Bought a Zoo,2011,6.5,909
13811,Knowing,2009,5.9,1486
6877,Failure to Launch,2006,5.5,399
10320,The Ring Two,2005,5.4,632
50646,"Crazy, Stupid, Love.",2011,7,2443
8920,Garfield,2004,5.2,820
13673,Christmas with the Kranks,2004,5.2,193
60308,Moneyball,2011,7,1381
225574,Non-Stop,2014,6.8,2268
13836,Race to Witch Mountain,2009,5.5,509
752,V for Vendetta,2006,7.7,4442
6038,Shanghai Knights,2003,6,692
9975,Curious George,2006,6.2,106
11451,Herbie Fully Loaded,2005,5.1,542
12103,Don't Say a Word,2001,6,220
60304,Hansel & Gretel: Witch Hunters,2013,5.7,3239
46529,I Am Number Four,2011,5.9,1567
300671,13 Hours: The Secret Soldiers of Benghazi,2016,7,938
228326,The Book of Life,2014,7.3,755
9754,Firewall,2006,5.6,267
588,Silent Hill,2006,6.3,1067
10393,The Replacements,2000,6.1,203
71552,American Reunion,2012,6.1,1611
9631,The Negotiator,1998,6.8,582
216282,Into the Storm,2014,5.8,817
306,Beverly Hills Cop III,1994,5.5,434
928,Gremlins 2: The New Batch,1990,6.2,652
205587,The Judge,2014,7.2,1417
9801,Bridget Jones: The Edge of Reason,2004,6.1,750
9624,On Deadly Ground,1994,4.5,104
14199,The Adventures of Sharkboy and Lavagirl,2005,4.4,269
1907,The Beach,2000,6.3,1233
4599,Raising Helen,2004,5.9,189
22832,Ninja Assassin,2009,6.2,371
10390,For Love of the Game,1999,6.3,88
38579,Marmaduke,2010,5,149
44603,Hereafter,2010,5.8,510
11892,Murder by Numbers,2002,6,268
1248,Hannibal Rising,2007,6,654
12220,The Story of Us,1999,5.9,75
72710,The Host,2013,6,1817
10782,Basic,2003,6.2,286
9573,Blood Work,2002,6.1,206
4959,The International,2009,6,368
10061,Escape from L.A.,1996,5.6,373
10386,The Iron Giant,1999,7.6,1436
421,The Life Aquatic with Steve Zissou,2004,7.1,775
316152,Free State of Jones,2016,6.6,428
11615,The Life of David Gale,2003,7.3,480
13498,Man of the House,2005,5.4,120
241554,Run All Night,2015,6.3,1148
2252,Eastern Promises,2007,7.2,848
11968,Into the Blue,2005,5.8,458
10047,The Messenger: The Story of Joan of Arc,1999,6.2,367
38319,Your Highness,2011,5.2,501
69668,Dream House,2011,5.8,391
11212,Baby's Day Out,1994,5.8,274
38363,Fair Game,2010,6.5,235
9923,Domino,2005,6,444
18501,Gamer,2009,5.6,760
9275,Death to Smoochy,2002,5.9,132
329833,Zoolander 2,2016,4.7,797
12634,The Big Bounce,2004,5,76
10416,What Planet Are You From?,2000,5.4,37
47327,Drive Angry,2011,5.3,600
15268,Street Fighter: The Legend of Chun-Li,2009,3.9,112
10796,The One,2001,5.7,437
9548,The Adventures of Ford Fairlane,1990,6.2,71
18947,The Boat That Rocked,2009,7.2,666
1900,Traffic,2000,6.9,562
89,Indiana Jones and the Last Crusade,1989,7.6,3152
96724,Anna Karenina,2012,6.5,639
198184,Chappie,2015,6.6,3062
9481,The Bone Collector,1999,6.5,826
4547,Panic Room,2002,6.5,1267
6415,Three Kings,1999,6.6,692
181283,Child 44,2015,6.1,547
9896,Rat Race,2001,6,518
167,K-PAX,2001,7.1,695
11232,Kate & Leopold,2001,6,418
1636,Bedazzled,2000,5.6,512
2148,The Cotton Club,1984,6.6,68
5176,3:10 to Yuma,2007,6.9,1188
260346,Taken 3,2014,6.1,2200
1389,Out of Sight,1998,6.5,333
7504,Earth,1998,6.6,9
8592,Dick Tracy,1990,5.9,251
913,The Thomas Crown Affair,1999,6.6,339
11091,Riding in Cars with Boys,2001,6.5,103
1368,First Blood,1982,7.2,1488
593,Solaris,1972,7.7,357
5393,Happily N'Ever After,2006,4.6,104
8874,My Best Friend's Wedding,1997,6.3,584
320,Insomnia,2002,6.8,1148
20533,Jonah Hex,2010,4.4,420
325789,The Infiltrator,2016,6.6,573
113464,Inchon,1981,6.5,2
82675,Taken 2,2012,6.1,2757
4256,Scary Movie 3,2003,5.8,912
1493,Miss Congeniality,2000,6.1,961
88751,Journey to the Center of the Earth,2008,5.8,1309
11130,The Princess Diaries 2: Royal Engagement,2004,6,697
9944,The Pelican Brief,1993,6.3,371
7350,The Bucket List,2007,7,1111
4379,Monster-in-Law,2005,5.6,406
146233,Prisoners,2013,7.9,3085
2034,Training Day,2001,7.3,1634
926,Galaxy Quest,1999,6.9,710
4248,Scary Movie 2,2001,5.4,982
64328,The Muppets,2011,6.5,501
36647,Blade,1998,6.5,1905
7214,Coach Carter,2005,7.3,496
1537,Changing Lanes,2002,5.9,299
6282,Coyote Ugly,2000,5.8,575
508,Love Actually,2003,7,1869
9487,A Bug's Life,1998,6.8,2303
768,From Hell,2001,6.6,741
27983,"Yours, Mine and Ours",1968,6.2,26
9981,Kicking & Screaming,2005,5.6,176
7453,The Hitchhiker's Guide to the Galaxy,2005,6.6,1315
15045,Fat Albert,2004,4.3,69
7737,Resident Evil: Extinction,2007,6.1,1292
232672,Blended,2014,6.6,1006
17379,Last Holiday,2006,6.4,119
11359,The Indian in the Cupboard,1995,5.9,134
9759,Cellular,2004,6.1,537
9486,Johnny English,2003,6,852
9906,The Ant Bully,2006,5.5,366
841,Dune,1984,6.5,562
4148,Revolutionary Road,2008,6.7,796
2207,16 Blocks,2006,6.2,661
9381,Babylon A.D.,2008,5.4,676
20856,Aliens in the Attic,2009,5.3,244
5955,The Pledge,2001,6.5,215
9899,The Producers,2005,6.1,151
21355,All the Pretty Horses,2000,5.8,60
11439,The Ghost Writer,2010,6.7,670
12412,Miracle at St. Anna,2008,6.3,90
1494,Curse of the Golden Flower,2006,6.6,203
13184,Bangkok Dangerous,2008,5,332
2185,Big Trouble,2002,6.3,80
6639,Love in the Time of Cholera,2007,6.4,81
38153,Shadow Conspiracy,1997,4,11
58233,Johnny English Reborn,2011,6,1007
116977,Foodfight!,2012,2.3,28
68734,Argo,2012,7.1,3423
27573,The Bounty Hunter,2010,5.5,858
1369,Rambo: First Blood Part II,1985,6.3,864
10935,Heaven's Gate,1980,6.4,55
834,Underworld: Evolution,2006,6.4,1528
228066,Victor Frankenstein,2015,5.6,685
711,Finding Forrester,2000,7,302
10468,28 Days,2000,6,208
10027,Unleashed,2005,6.6,518
11812,The Sweetest Thing,2002,5.3,280
37950,Charlie St. Cloud,2010,6.8,566
27582,The Mechanic,2011,6.3,1045
64688,21 Jump Street,2012,6.7,4074
509,Notting Hill,1999,7,1262
7443,Chicken Run,2000,6.5,1150
5966,Along Came Polly,2004,5.8,773
136795,The Heat,2013,6.5,1575
8095,Cleopatra,1963,6.7,146
87826,Here Comes the Boom,2012,6,593
11560,High Crimes,2002,6.1,184
2637,The Mothman Prophecies,2002,6.1,305
18480,Brüno,2009,5.4,518
709,Licence to Kill,1989,5.9,541
49730,Red Riding Hood,2011,5.6,922
2749,15 Minutes,2001,5.7,191
1830,Lord of War,2005,7,1335
79,Hero,2002,7.2,635
54054,One for the Money,2012,5.3,388
228967,The Interview,2014,6.1,2304
46528,The Warrior's Way,2010,6.3,136
27936,Micmacs,2009,6.8,148
280391,Why I Did (Not) Eat My Father,2015,5.3,125
9476,A Knight's Tale,2001,6.6,907
10610,The Medallion,2003,5.3,281
745,The Sixth Sense,1999,7.7,3147
49527,Man on a Ledge,2012,6.2,925
73937,The Big Year,2011,5.6,248
1885,The Karate Kid,1984,6.9,891
168672,American Hustle,2013,6.8,2807
18240,The Proposal,2009,6.7,1804
165,Back to the Future Part II,1989,7.4,3829
240832,Lucy,2014,6.3,5878
216015,Fifty Shades of Grey,2015,5.2,3254
12279,Spy Kids 3-D: Game Over,2003,4.7,511
1645,A Time to Kill,1996,7,509
11007,Cheaper by the Dozen,2003,6,699
193756,Lone Survivor,2013,7.4,1526
11287,A League of Their Own,1992,6.7,354
259693,The Conjuring 2,2016,7,1949
37799,The Social Network,2010,7.1,3391
10184,He's Just Not That Into You,2009,6.2,959
4257,Scary Movie 4,2006,5.3,750
4234,Scream 3,2000,5.7,736
196,Back to the Future Part III,1990,7.1,2900
257091,Get Hard,2015,5.9,944
6114,Dracula,1992,7.1,1056
24803,Julie & Julia,2009,6.6,560
109410,42,2013,6.8,787
1213,The Talented Mr. Ripley,1999,7,767
100042,Dumb and Dumber To,2014,5.4,1127
9036,Eight Below,2006,6.7,542
257211,The Intern,2015,7.1,1881
323675,Ride Along 2,2016,6.1,555
9361,The Last of the Mohicans,1992,7.1,732
1677,Ray,2004,7.2,467
7461,Vantage Point,2008,6.2,716
16538,"I Love You, Man",2009,6.5,515
9889,Shallow Hal,2001,5.7,731
820,JFK,1991,7.5,502
11565,Big Momma's House 2,2006,5.4,371
6073,The Mexican,2001,5.8,441
16996,17 Again,2009,6.1,1350
193610,The Other Woman,2014,6.2,1437
19912,The Final Destination,2009,5.4,831
296098,Bridge of Spies,2015,7.2,2583
8007,Behind Enemy Lines,2001,6,457
32823,Get Him to the Greek,2010,5.9,612
4380,Shall We Dance?,2004,5.9,297
11551,Small Soldiers,1998,6.2,511
11362,The Count of Monte Cristo,2002,7.3,453
50348,The Lincoln Lawyer,2011,7,902
48138,Unknown,2011,6.5,1265
1124,The Prestige,2006,8,4391
68179,Escape from Planet Earth,2013,5.7,332
1579,Apocalypto,2006,7.3,1221
708,The Living Daylights,1987,6.2,440
34851,Predators,2010,6,1206
9930,Legal Eagles,1986,5.8,51
1586,Secret Window,2004,6.4,972
2044,The Lake House,2006,6.5,670
9913,The Skeleton Key,2005,6.4,573
71864,The Odd Life of Timothy Green,2012,6.5,386
10761,Made of Honor,2008,6,394
209451,Jersey Boys,2014,6.8,255
4970,Gothika,2003,5.8,629
9096,Medicine Man,1992,5.8,114
440,Aliens vs Predator: Requiem,2007,4.9,740
11011,Ri¢hie Ri¢h,1994,5.4,415
11172,Music and Lyrics,2007,6.2,554
39513,Paul,2011,6.5,1789
82687,The Guilt Trip,2012,5.4,284
41446,Scream 4,2011,6.1,902
8224,8MM,1999,6.1,474
225886,Sex Tape,2014,5.3,1695
10385,Hanging Up,2000,5,40
55779,Final Destination 5,2011,5.9,866
10154,Mickey Blue Eyes,1999,5.3,140
10647,Pay It Forward,2000,7,432
11431,Fever Pitch,2005,5.9,182
8457,Drillbit Taylor,2008,5.5,275
188161,A Million Ways to Die in the West,2014,5.8,1468
64685,Extremely Loud & Incredibly Close,2011,6.9,708
38357,Morning Glory,2010,6.1,412
10060,Get Rich or Die Tryin',2005,6.3,186
11398,The Art of War,2000,5.6,135
1833,Rent,2005,6.7,155
